,black,white,start_time,fourthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
6092,Qulya,Mrsamwisegamgi,1614903086.0,e5f4,3.0,0.5,981,981,0,0
6093,Dima_UpGrade,Obo1,1614903113.0,e5f4,1.0,1.0,970,918,0,0
6094,enes_can1,Mastikor2309,1614903159.0,b8c6,-1.0,1.0,1076,1086,0,0
6095,LuchoCratos,Pa26,1614903165.0,b8c6,2.0,1.0,1030,955,0,0
6096,keredra,el-mar666,1614903190.0,e5f4,2.0,0.0,1163,1180,0,0
6097,Stradi_ol,aherasymov,1614903196.0,b8c6,2.0,0.0,1008,1063,0,4
6098,GajeraKush1,thoma_ton,1614903245.0,e5f4,4.0,0.0,1169,1139,0,0
6099,friochvild,registrarseya,1614903253.0,c7c5,1.0,1.0,1093,1097,0,5
6100,cafiamo,Jasiu333,1614903296.0,d8f6,5.0,1.0,1074,953,0,0
6101,laerteribeirodriver2,JLR15,1614903381.0,e5f4,2.0,0.0,1150,1156,0,0
6102,Mediluim,ngboom,1614903396.0,e5f4,1.0,0.0,1077,1081,0,0
6103,DerGrosseLaurence,TunaIcecream,1614903406.0,b8c6,4.0,0.0,937,1003,0,0
6104,AboIsa,Hiphar,1614903419.0,e5f4,0.0,0.0,1084,1097,0,0
6105,lordrairo,Atfia,1614903468.0,e5f4,2.0,1.0,912,1031,0,0
6106,proteintozu1,jymreid,1614903477.0,b8c6,1.0,0.0,1194,1154,0,0
6107,BobolusMaximus,luxurypoos,1614903493.0,d7d6,7.0,1.0,1061,1141,0,0
6108,UmDieEcke,Bedirhan102,1614903522.0,d7d6,1.0,0.0,1029,1033,0,0
6109,insanedb,KeithY,1614903574.0,b8c6,0.0,1.0,1130,1103,0,0
6110,paintedkitty,KoRD1,1614903675.0,b8c6,21.0,0.0,1047,1006,0,0
6111,aidmoss03,Tecnoch,1614903695.0,d7d6,5.0,1.0,995,909,1,0
6112,kamicarslen,titimf,1614903727.0,f7f6,1.0,1.0,1033,1062,0,0
6113,princesana,abdelkhalk,1614903739.0,d7d5,33.0,1.0,1169,1158,0,0
6114,willbill88,Yakubovsky_Arvady,1614903753.0,g8f6,-1.0,1.0,1128,1108,0,0
6115,KaramanovAlexander,Evgeniy_Gav,1614903775.0,d7d6,5.0,1.0,989,1123,0,0
6116,Agshin919,pdevroe,1614903805.0,d7d6,7.0,1.0,1078,1084,0,0
6117,TURNAtuna_6,S7ZONA,1614903844.0,e5f4,3.0,1.0,1068,1099,0,0
6118,nikolazile96,ohmydaysjustwork,1614903869.0,e5f4,2.0,0.0,1088,1105,0,0
6119,darknightboda,aram-jabra,1614903928.0,d7d6,-1.0,1.0,1085,1083,0,0
6120,goenndir,SpicyMagnus,1614903946.0,e5f4,5.0,0.0,1144,1158,0,0
6121,Mpc66,ChessKingKai,1614903964.0,b8c6,2.0,0.0,979,953,0,0
6122,kalasnikov-25,Chorchegm,1614903975.0,b8c6,1.0,1.0,1089,1136,0,0
6123,Michigian,Atfia,1614904031.0,e5f4,2.0,0.0,1073,1035,0,0
6124,Maltimore,noodles7884,1614904041.0,e5f4,4.0,1.0,989,1028,0,0
6125,BodyHarmon,PabloHoldini,1614904082.0,f8c5,1.0,1.0,1171,1145,0,0
6126,kackehurtig,e4rthboy,1614904199.0,b8c6,13.0,1.0,1111,1130,0,0
6127,gabidou,ChessKingKai,1614904254.0,d7d5,2.0,0.0,1074,947,1,0
6128,Schlundus,PabloHoldini,1614904262.0,b8c6,3.0,0.0,1197,1150,0,0
6129,magnusmcd,Stradi_ol,1614904264.0,d7d6,1.0,1.0,939,1019,0,0
6130,MathclubNZ,RK75Polska,1614904289.0,e5f4,5.0,1.0,1189,1199,0,0
6131,NathanScarb,Jungmann,1614904375.0,b8c6,-1.0,1.0,1036,1036,0,0
6132,forcho94,AronGeit,1614904390.0,d7d6,2.0,1.0,1040,977,0,0
6133,jistbug,Mikekrix,1614904396.0,b8c6,1.0,0.0,1165,1114,0,0
6134,GioGas,NECOMJVALQUI,1614904444.0,f8d6,2.0,1.0,1187,1169,0,0
6135,SlaanMetJePaard,nxf7rawr,1614904447.0,d8f6,5.0,0.0,976,881,1,0
6136,Maris7,Abzdon,1614904591.0,e5f4,3.0,0.0,1185,1184,0,0
6137,Svendsen123,Stradi_ol,1614904670.0,e5f4,0.0,1.0,997,1024,0,0
6138,MaciekSP2,Johnnie_Beyondo,1614904681.0,d8h4,5.0,0.0,1150,1153,0,0
6139,le_french,PabloHoldini,1614904687.0,e5f4,1.0,1.0,1169,1145,1,0
6140,kevin-heinrich,ChessKingKai,1614904754.0,d7d6,1.0,1.0,1003,939,0,0
6141,Asilicmax,Fornirace,1614904760.0,f7f6,3.0,1.0,1136,1092,0,0
6142,cozonacRO,clarencioOotimista,1614904805.0,d7d5,1.0,0.0,965,911,0,0
6143,MrMcFatNoob,gopherlou,1614904837.0,e5f4,1.0,0.0,1141,1191,0,0
6144,ssehc_chess,KpeMop,1614904837.0,e5f4,1.0,1.0,1016,895,2,0
6145,kiekkegard,golondrinadelmar,1614904846.0,e5f4,12.0,1.0,1105,1112,1,1
6146,BeneSekWest,iamsochroma,1614904908.0,b8c6,3.0,0.0,1105,1064,0,0
6147,ledado,alitor,1614904995.0,f8d6,0.0,0.0,1101,1117,1,0
6148,aarthurn,rifatyz,1614905006.0,e5f4,0.0,1.0,1077,1144,0,0
6149,zks27,YztahcS,1614905104.0,e5f4,2.0,0.0,1070,1108,0,0
6150,Yaroslav1607,Epheus1,1614905105.0,d7d6,6.0,0.0,1080,1026,0,0
6151,Garburator,Alvarito2618,1614905120.0,b8c6,0.0,0.0,1164,1165,0,0
6152,Lasse_76,Knights31,1614905139.0,f7f6,13.0,1.0,817,917,0,0
6153,Magnata_94,gurkansgambitt,1614905163.0,b8c6,5.0,0.0,878,1144,0,0
6154,Serezhenka12,ArturT,1614905191.0,e5f4,1.0,1.0,1168,1182,0,0
6155,Xiba2440,gabr12l,1614905215.0,d7d5,2.0,1.0,1122,1099,2,0
6156,Lion-G,Seahawk100,1614905243.0,b8c6,2.0,1.0,1082,1123,0,4
6157,Hewhewhew,Fornirace,1614905259.0,f7f6,0.0,1.0,1087,1098,0,0
6158,motaz95,setadokotleta,1614905270.0,g8f6,-1.0,1.0,816,923,0,0
6159,Thom1704,Oygen,1614905298.0,b8c6,2.0,1.0,1098,1196,0,0
6160,javier_su_gallegos,RandomPhantom13,1614905314.0,d7d6,7.0,0.0,1080,1117,0,0
6161,iamsochroma,Wolf_Pinto,1614905430.0,e5f4,1.0,1.0,989,1051,0,1
6162,Chesster_field,pdevroe,1614905489.0,d8f6,0.0,1.0,1058,1085,1,0
6163,skupke,PabloHoldini,1614905496.0,b8c6,1.0,0.0,1107,1147,1,0
6164,ZDP42,cymnow2323,1614905500.0,e5f4,4.0,0.0,988,970,0,0
6165,Gianfox,AdmiralLemon,1614905531.0,b8c6,2.0,0.0,1047,988,0,0
6166,Jelenkovic-nesa0809,Tryglia,1614905535.0,e5f4,2.0,0.0,1176,1174,1,0
6167,u1che,AngelitoVelasquez,1614905570.0,d7d5,0.0,0.5,900,870,0,0
6168,GabrielPokorny,Civve,1614905599.0,b8c6,0.0,0.0,1176,1118,0,0
6169,realer,grandufosighting,1614905619.0,b8c6,5.0,0.0,1072,1114,0,0
6170,Neofobia,ArturT,1614905672.0,b8c6,0.0,0.0,1195,1182,0,0
6171,sonne25,ReefusBones,1614905750.0,g8f6,7.0,1.0,1024,973,0,0
6172,laurent42430,I8_BaLL,1614905755.0,d7d6,1.0,0.5,1106,1099,0,0
6173,mebmebmebmeb,Samvalka,1614905768.0,e5f4,2.0,0.0,1162,1158,0,3
6174,stfazli,Legend-of-Espri,1614905781.0,e5f4,1.0,1.0,1141,1194,1,0
6175,gla_chess,LIONS_SOUL,1614905825.0,b8c6,4.0,1.0,1009,875,0,0
6176,BrunoHe,Johnnie_Beyondo,1614905828.0,e5f4,2.0,0.0,1162,1145,0,0
6177,labanter13,Hommelpong,1614905834.0,b8c6,2.0,0.0,1181,1195,0,0
6178,Nikulshin62,Dante353,1614905872.0,b8c6,0.0,1.0,1178,1150,0,0
6179,lfschindler,I8_BaLL,1614905882.0,e5f4,2.0,1.0,1123,1099,0,0
6180,Asilicmax,Betweencolor,1614905895.0,e5f4,1.0,1.0,1106,1046,1,0
6181,Gianfox,Epheus1,1614905939.0,b8c6,-1.0,0.0,1046,1020,1,0
6182,dermonarch,WalterWhite9,1614905976.0,f7f6,1.0,0.0,1095,1121,1,0
6183,Kolan4k,Inius,1614906113.0,e5f4,3.0,0.0,1133,1045,0,0
6184,Samyelperro,Sakthivelselvam,1614906171.0,f7f6,3.0,1.0,1012,1007,0,0
6185,Tete2007,iamsochroma,1614906195.0,g8f6,1.0,0.0,919,1048,0,0
6186,aidmoss03,Wic_Kretowicz,1614906229.0,d7d6,1.0,1.0,990,1034,2,0
6187,HeisenAmine,aram-jabra,1614906242.0,d7d6,1.0,0.0,1043,1094,0,0
6188,icanwin1,celdwind,1614906253.0,e5f4,8.0,0.0,1159,1178,0,0
6189,broh777,Fornirace,1614906410.0,f7f6,0.0,0.0,1105,1110,0,0
6190,PotentPotables,clarencioOotimista,1614906528.0,b8c6,6.0,1.0,891,896,0,0
6191,JosefinBonn,jungleperson,1614906567.0,b8c6,3.0,1.0,1058,1070,2,0
6192,Huima89,Rudolf_Abel,1614906620.0,b8c6,10.0,0.0,1083,1144,0,0
6193,jutila69,BoredScarecrow,1614906629.0,f7f5,1.0,1.0,1035,1110,0,0
6194,joeross999,Jhinayet,1614906693.0,f7f6,5.0,0.5,857,958,0,0
6195,Zemelbook,M_Lo,1614906721.0,d7d6,1.0,0.0,1027,1000,0,0
6196,Grossmeister-Utsch,David_Chesslord,1614906780.0,f8b4,1.0,0.0,1015,1019,0,0
6197,Hitman0698,Jose_dalmau,1614906859.0,f7f6,3.0,1.0,826,893,0,0
6198,Buraktsn2,sinan_55,1614907016.0,d7d5,9.0,1.0,815,838,0,0
6199,elmenadecanarias,Atros12,1614907111.0,e5f4,3.0,0.0,888,939,0,0
6200,ewildiers,CameronS88,1614907292.0,e5f4,2.0,1.0,1121,1119,0,0
6201,Timovdc,bogile,1614907341.0,e5f4,3.0,1.0,988,1004,1,0
6202,Oygen,chebassam,1614907362.0,d7d6,2.0,0.0,1114,983,0,1
6203,dannibje,Jungmann,1614907407.0,e5f4,1.0,0.0,1130,1045,0,4
6204,emirklnc,Jose_dalmau,1614907407.0,d7d6,2.0,1.0,877,899,0,0
6205,ApprentiAmateur,LIONS_SOUL,1614907575.0,f8c5,1.0,1.0,899,897,0,0
6206,Adam0410,vadignat,1614907592.0,d7d6,1.0,1.0,1095,1093,0,0
6207,josemoreira12,vadignat,1614907678.0,e5f4,2.0,0.0,1013,1104,0,0
6208,Tumerorchun,oAuskq,1614907688.0,g8f6,1.0,1.0,1095,1012,0,0
6209,Noahli,Wanttoimprove,1614907699.0,b8c6,0.0,0.0,1139,1156,2,0
6210,meganagibator_3000,Andre_Pacheco,1614907702.0,b8c6,7.0,0.0,1008,975,1,0
6211,itachi77,bogile,1614907817.0,b8c6,1.0,1.0,1010,1006,0,0
6212,avvocatoska,vadignat,1614907856.0,f8c5,17.0,0.0,1138,1091,1,0
6213,filo98,angelosada,1614907887.0,e5f4,12.0,1.0,876,923,0,0
6214,haleokcan,G_M_OH,1614907929.0,d7d6,9.0,0.0,804,851,0,0
6215,ET001,Olivia_Cioran_8N,1614907982.0,e5f4,3.0,0.0,918,925,0,0
6216,Enrico2009,eypdgn,1614908016.0,f8c5,0.0,1.0,1084,1150,0,0
6217,rabailey335,Re-Bo-Ir,1614908044.0,g8f6,-2.0,0.0,1133,1140,0,0
6218,Cjt307,yehuhu,1614908130.0,f7f6,5.0,1.0,1094,1059,0,0
6219,kmcewen,Ekuyoc1,1614908166.0,e5f4,3.0,1.0,1105,1097,0,0
6220,richardvz,srivijay96,1614908245.0,e5f4,0.0,0.0,1077,1098,0,0
6221,jejje33,python8u,1614908245.0,g8f6,1.0,0.0,1116,1123,0,0
6222,RegistryEditor,Envik,1614908289.0,d7d6,1.0,1.0,1099,1129,0,0
6223,sscoder,C0ochieman,1614908385.0,b8c6,0.0,0.0,1077,1052,0,0
6224,DoggiDan,Afsith,1614908405.0,g8f6,1.0,0.0,901,826,0,0
6225,left78,bogile,1614908534.0,e5f4,2.0,0.0,1008,1011,0,0
6226,Red37,mamon4,1614908555.0,e5f4,4.0,1.0,948,1102,0,0
6227,goodguy10,matiedit,1614908641.0,e5f4,4.0,0.0,983,1094,0,0
6228,Stefanodrago01,mdawg360,1614908729.0,e5f4,4.0,1.0,901,904,0,0
6229,FTakata,FreakishDrip,1614908751.0,f7f6,5.0,0.0,1116,1058,1,0
6230,MarcoPanetta,BoredScarecrow,1614908762.0,e5f4,0.0,1.0,1128,1127,0,0
6231,Jennywa,israelnuevayork,1614908788.0,f7f6,9.0,0.0,871,855,0,0
6232,eliseo29,sensisensei,1614908815.0,d7d6,2.0,0.0,956,915,0,0
6233,Margiu,gaiseric64,1614908960.0,b8c6,4.0,0.0,1142,1158,2,0
6234,Talespaes,Naberrr03,1614909030.0,b8c6,4.0,1.0,931,988,0,0
6235,RubenMiranda,AngelitoVelasquez,1614909101.0,e5f4,2.0,1.0,899,864,0,3
6236,raggai,eightpassedpawns,1614909125.0,d8h4,2.0,0.0,1003,950,0,0
6237,Josip2202,thPatrizian,1614909163.0,g8f6,0.0,1.0,1049,1174,0,0
6238,elerman,abeb1,1614909175.0,f7f6,1.0,0.0,1151,1192,1,0
6239,poloen14,LIONS_SOUL,1614909183.0,d7d5,4.0,1.0,995,924,0,0
6240,MilkywayMutt,Brnm,1614909286.0,e5f4,1.0,1.0,1003,1139,0,0
6241,Nikola004,F2Messi10,1614909320.0,e5f4,2.0,0.5,1120,995,0,0
6242,sonne25,sinanasrollahi,1614909395.0,b8c6,1.0,0.0,1036,1005,1,0
6243,hapa824,ahmetkhrmn,1614909464.0,g8f6,-1.0,1.0,1111,1049,3,0
6244,M-a-r-c,LIONS_SOUL,1614909483.0,e5f4,3.0,0.5,1001,938,0,0
6245,zavensn,ibrune92,1614909561.0,f8d6,4.0,0.0,1021,991,0,0
6246,Bonne1985,joaocoelhobmx,1614909576.0,b8c6,-1.0,0.0,1098,1116,0,0
6247,SamilKagan,JopiJay,1614909580.0,d7d5,5.0,1.0,1100,986,0,0
6248,ehrkules,oizzaro,1614909601.0,e5f4,0.0,0.0,982,1005,0,0
6249,wifnsfiowrpn,THARUNEMP,1614909609.0,e5f4,0.0,1.0,1061,1073,2,0
6250,jeremiasss,abdelkhalk,1614909635.0,b8c6,6.0,0.0,1192,1192,0,0
6251,posj,OmarWaselFargot,1614909636.0,d7d6,3.0,0.0,1023,1099,1,0
6252,PaulBx,eypdgn,1614909673.0,d7d6,0.0,1.0,1143,1140,2,0
6253,avaiti42,WielkiKaniek69,1614909698.0,e5f4,6.0,1.0,930,938,1,0
6254,Itomir,YztahcS,1614909730.0,b8c6,3.0,1.0,1040,1108,1,0
6255,Abu_Alhasan,froggie6845,1614909820.0,e5f4,2.0,0.0,1028,1026,0,0
6256,iava98,lxg00n,1614909823.0,d7d6,0.0,0.0,908,1034,1,0
6257,sommermoti,catarininha,1614909839.0,g8f6,1.0,0.0,1117,1128,2,0
6258,harrylaing,Ghader95293,1614909844.0,e5f4,5.0,1.0,942,1038,0,0
6259,E3dva4do,Mitjaba,1614909900.0,g8f6,0.0,0.0,1170,1157,1,0
6260,caballo83,abeb1,1614909946.0,d7d6,2.0,1.0,1164,1199,0,0
6261,Jawknee1,herodrigo,1614909944.0,e5f4,3.0,1.0,1028,1011,0,0
6262,paziusss,waynski,1614909997.0,e5f4,14.0,1.0,1029,1025,2,0
6263,pds121,koffis,1614910003.0,b8c6,2.0,0.0,1093,1063,0,0
6264,Wolfenstein22,pralin007,1614910020.0,e5f4,1.0,1.0,978,990,0,0
6265,AlecMiah,MOTO2000,1614910045.0,b8c6,2.0,0.0,967,982,1,0
6266,captainMFcool,el-mar666,1614910127.0,e5f4,1.0,1.0,1199,1196,0,0
6267,RypexYT,alitor,1614910189.0,d7d6,0.0,0.0,1139,1105,0,0
6268,Werder2004,jontho66,1614910205.0,e5f4,-1.0,1.0,948,932,0,0
6269,G-krusty,LIONS_SOUL,1614910211.0,e5f4,4.0,1.0,976,944,0,0
6270,kina06zn,joshcow,1614910241.0,f7f5,2.0,1.0,1051,962,0,0
6271,revits,clckz,1614910275.0,b8c6,3.0,0.0,980,1090,0,0
6272,Cabadger,Sanmeel,1614910300.0,e5f4,2.0,0.0,800,859,1,0
6273,skflo,nocoutnoc,1614910323.0,e5f4,1.0,1.0,1135,1176,0,0
6274,alvaro_g_21,Uriel1205,1614910394.0,f7f6,7.0,1.0,927,896,1,0
6275,avvocatoska,Kekskilller,1614910399.0,g8f6,-1.0,0.0,1119,1157,2,0
6276,MHG42,Hommelpong,1614910418.0,e5f4,2.0,0.0,1146,1196,2,0
6277,zachcc1,pawelix01,1614910447.0,b8c6,6.0,0.0,958,945,0,0
6278,Kiteloop1991,dpfu,1614910468.0,e5f4,-1.0,0.5,1179,1154,1,0
6279,breafy,Rudolf_Abel,1614910512.0,e5f4,2.0,1.0,1069,1145,0,0
6280,LeonZorgsky,abdelkhalk,1614910526.0,e5f4,2.0,1.0,953,1177,0,0
6281,ranielicas,Sir_Hoppenhelm,1614910532.0,e5f4,3.0,0.0,1045,1138,0,0
6282,ayman94,Amine26164949,1614910589.0,d7d6,15.0,0.0,1077,1187,0,0
6283,mccormick99,LIONS_SOUL,1614910633.0,d8h4,7.0,1.0,1016,951,0,0
6284,soosa420,digibao,1614910726.0,b8c6,2.0,1.0,1027,1092,0,0
6285,AbdullahNimer,gaiseric64,1614910731.0,d7d6,7.0,0.0,1090,1147,0,0
6286,DeathNovel,Frankeshteinoo,1614910787.0,e5f4,6.0,1.0,1150,992,0,0
6287,Mpc66,Brocidon,1614910810.0,e5f4,4.0,1.0,981,975,1,0
6288,gcsls,Southpawmk1,1614910913.0,e5f4,6.0,0.0,1057,994,0,0
6289,DR_Lion11,HERO6,1614910924.0,f8c5,0.0,0.0,1020,1151,0,0
6290,PeachyyMyles,jungleperson,1614910936.0,e5f4,0.0,0.0,1162,1081,0,0
6291,Hakan_zengin,King3nda,1614911008.0,e5f4,7.0,1.0,982,1012,1,0
6292,Johnqqq,fristalst,1614911080.0,e5f4,3.0,1.0,1172,1158,0,0
6293,klebis,Southpawmk1,1614911153.0,e5f4,2.0,1.0,989,989,0,0
6294,FreekD11,skeww,1614911245.0,b8c6,2.0,1.0,1036,1099,0,0
6295,greatkony,WantedBuffalo,1614911253.0,e5f4,2.0,0.0,1195,1192,0,0
6296,Sriyan73,perica1,1614911279.0,d7d6,0.0,0.0,1079,1010,0,0
6297,Kn0rk,ArturT,1614911279.0,f8c5,-1.0,1.0,1182,1169,0,0
6298,Caybe,Rroberttt,1614911305.0,d7d6,1.0,0.0,1089,1083,0,0
6299,jawboy1,Vlad_imirovich,1614911347.0,e5f4,1.0,1.0,1086,1086,0,0
6300,SkiingQuinHat,skeww,1614911382.0,f7f6,1.0,1.0,1190,1104,0,0
6301,HarryGambit,dpfu,1614911464.0,e5f4,0.0,0.0,1168,1162,0,0
6302,jeffbuenx,ArturT,1614911533.0,f7f6,4.0,1.0,1100,1169,0,0
6303,darkkron0s,p0705701,1614911614.0,b8c6,0.0,0.0,1188,1128,0,0
6304,strongr123,doronalt,1614911626.0,e5f4,2.0,1.0,1085,1026,0,0
6305,Mlynarczuk,DannyChess11,1614911642.0,e5f4,4.0,1.0,1195,1194,0,0
6306,tobitheswiss,Kanekiv2,1614911643.0,e5f4,4.0,0.0,843,932,0,0
6307,chu3r,Rudolf_Abel,1614911715.0,b8c6,2.0,1.0,1153,1154,0,0
6308,WAFDI,Alexandre99999,1614911727.0,d7d6,0.0,1.0,1111,1126,0,0
6309,Dadone,mivice,1614911802.0,d7d6,1.0,1.0,1003,1095,1,0
6310,niko0523,dpfu,1614911858.0,e5f4,1.0,1.0,1123,1155,0,0
6311,Kitaking,fourieranalyser,1614911885.0,b8c6,4.0,0.0,1043,1040,0,0
6312,sandrogonzalezmaseda,ArturT,1614911896.0,b8c6,0.0,0.0,1156,1179,2,0
6313,TChronis81,bre3zy,1614911912.0,g8f6,1.0,1.0,1167,1196,0,0
6314,abyjazz68,Artur1789,1614911958.0,e5f4,1.0,0.0,1173,1128,0,0
6315,Ramol92,jungleperson,1614911967.0,d7d6,2.0,0.0,1065,1078,0,0
6316,Dan2020,Brandysn4ps,1614912107.0,f8c5,0.0,0.0,848,938,0,0
6317,Triggy82,Rroberttt,1614912126.0,g8f6,0.0,1.0,1076,1088,0,0
6318,DublinFort,celdwind,1614912175.0,d7d5,4.0,0.0,1174,1194,1,0
6319,Mark2608,Dandashadi,1614912265.0,d8f6,8.0,0.5,1172,1117,1,0
6320,attax88,Jimmidelos,1614912270.0,e5f4,3.0,0.0,1152,1138,1,0
6321,filemon33,Vlad_imirovich,1614912286.0,d8h4,6.0,0.0,962,1092,0,0
6322,cokun,Xenomorphin,1614912352.0,e5f4,0.0,0.0,1085,1158,0,0
6323,saliiiih,dpfu,1614912379.0,d7d6,2.0,0.0,1167,1168,0,0
6324,sandrogonzalezmaseda,ArturT,1614912387.0,b8c6,0.0,1.0,1157,1179,3,0
6325,EVIL_CHEZBALL,celdwind,1614912557.0,b8c6,0.0,0.0,1186,1182,0,0
6326,Sanctus717,Rofredo,1614912595.0,b8c6,-1.0,1.0,1076,1151,0,0
6327,WAFDI,Alexandre99999,1614912634.0,d7d6,1.0,1.0,1102,1135,1,0
6328,MartinHild,ilhannyusuf,1614912636.0,d7d6,0.0,1.0,1106,1068,0,0
6329,Piter-RR,ArturT,1614912663.0,e5f4,0.0,1.0,1128,1189,1,0
6330,lievedc,Halley11,1614912681.0,e5f4,2.0,0.0,1127,1121,0,0
6331,Balakado,Tryglia,1614912690.0,f7f6,4.0,1.0,1167,1167,0,0
6332,Rootsradical,Jazzramallo,1614912783.0,b8c6,3.0,0.5,1198,1196,0,0
6333,Liaphytaa,skeww,1614912832.0,e5f4,-1.0,0.0,1133,1100,0,0
6334,Ccapanegra,ArturT,1614912850.0,e5f4,7.0,1.0,1175,1194,0,0
6335,Raiomoul,HolyPotato123,1614912905.0,e5f4,2.0,1.0,1045,1011,0,0
6336,Algus17,G_M_OH,1614912945.0,f8b4,9.0,1.0,822,857,0,0
6337,spiladum,zekkk47,1614912984.0,d7d6,1.0,1.0,1155,1186,0,0
6338,marcin200134,Rudolf_Abel,1614912986.0,b8c6,3.0,1.0,1173,1161,0,0
6339,artur_balabanov,Alexandre99999,1614913036.0,e5f4,1.0,0.0,1162,1141,1,1
6340,Skantaris,Envik,1614913131.0,d7d6,2.0,0.0,1167,1139,0,0
6341,grepme,PD02666,1614913208.0,d7d6,-1.0,1.0,1145,1172,0,0
6342,ixler,girthpatrol,1614913225.0,d8h4,7.0,1.0,1035,1025,0,0
6343,CeCo61,lockitdown21,1614913319.0,f8d6,3.0,1.0,1100,1098,0,0
6344,Jesus1705,skeww,1614913341.0,e5f4,1.0,1.0,1080,1087,0,0
6345,fldm,Vendetta419,1614913366.0,f7f6,2.0,1.0,990,1001,0,0
6346,Javi10000,Pvlf,1614913402.0,e5f4,2.0,0.0,1067,1077,0,0
6347,shahnaz38,CEYHUN88,1614913546.0,d8h4,4.0,0.5,1068,1098,0,0
6348,lutzifer47,pralin007,1614913729.0,d7d6,7.0,0.5,909,1005,0,0
6349,blaznspadz,Sap69,1614913735.0,e5f4,2.0,1.0,1158,1089,0,2
6350,Toprakzr,xWitek,1614913888.0,d7d6,2.0,1.0,1010,1087,0,1
6351,Xiba2440,skeww,1614913944.0,d7d5,1.0,0.0,1133,1097,3,0
6352,DrDonald,CEYHUN88,1614914144.0,e5f4,2.0,0.0,1002,1097,0,0
6353,SamilKagan,dariodgp,1614914177.0,e5f4,7.0,1.0,1102,1096,1,0
6354,OmgAjedrez,Grapheeti,1614914216.0,e5f4,1.0,1.0,1055,1181,0,0
6355,treabe,HolyPotato123,1614914220.0,f8d6,5.0,0.0,1040,1012,0,0
6356,zaferor,Johnnie_Beyondo,1614914341.0,d8h4,12.0,0.0,1112,1140,0,0
6357,TomCls,zekkk47,1614914382.0,b8c6,-2.0,1.0,1079,1182,0,0
6358,DrAnthony123,xWitek,1614914392.0,d8h4,3.0,1.0,1009,1094,0,0
6359,Schlenkerla1,noodles7884,1614914476.0,d7d6,3.0,1.0,1043,1041,1,0
6360,Foll1,HolyPotato123,1614914488.0,b8c6,4.0,1.0,1055,1007,0,0
6361,bucky-bo,Attulurikaushik,1614914491.0,e5f4,2.0,0.0,1180,1192,0,0
6362,metaloydCP,hazem_houssein9,1614914536.0,e5f4,5.0,1.0,1120,1170,0,0
6363,thebigcheeseboy,RodolphoTelmo,1614914598.0,d7d6,3.0,1.0,1058,1072,0,0
6364,Don_dauhejel,Uuganbilegd,1614914669.0,b8c6,2.0,1.0,924,888,0,0
6365,Cal_en_bois,RodolphoTelmo,1614914709.0,f8c5,0.0,0.0,1073,1078,0,0
6366,radblue825,Chikelue_ICT,1614914803.0,e5f4,2.0,0.5,1062,987,0,0
6367,Frassatti,noodles7884,1614914867.0,b8c6,0.0,1.0,1141,1047,0,0
6368,kfda,oussamah,1614914894.0,e5f4,0.0,1.0,845,808,0,0
6369,vrolok,rekyn,1614914984.0,f8c5,2.0,0.0,1135,1144,0,0
6370,Tarek2004,GLLR97,1614915007.0,e5f4,-1.0,0.0,1130,1122,0,0
6371,BaggyBoogee,rescarneiro,1614915036.0,e5f4,5.0,0.5,979,1113,0,0
6372,dakotahw,cocadaboa,1614915054.0,b8c6,3.0,0.0,1096,1089,0,0
6373,Inok58,Othmanie,1614915088.0,b8c6,1.0,1.0,1026,1028,1,0
6374,Bergerskogen,Deurion,1614915170.0,b8c6,0.0,1.0,1154,1152,0,0
6375,alicol,izhmael,1614915227.0,e5f4,6.0,0.0,940,910,0,0
6376,yasin_khalili,PaoloAp05,1614915331.0,e5f4,1.0,0.0,976,958,0,0
6377,karthimayan,JamesGx,1614915514.0,e5f4,2.0,1.0,1077,1113,2,0
6378,dynosaur7,torjushw,1614915552.0,e5f4,0.0,1.0,1044,1047,1,0
6379,Noobboobdude,Alexandre99999,1614915674.0,b8c6,3.0,1.0,1127,1132,2,0
6380,EughineJaez,zekkk47,1614915737.0,e5f4,2.0,1.0,1103,1192,5,0
6381,Pow_o,FaidonGkretsikos,1614915779.0,e5f4,1.0,0.0,997,954,0,0
6382,Khalid-Mahmood,fristalst,1614915834.0,e5f4,5.0,0.0,1099,1170,0,0
6383,bekkamorto,MickMelody,1614915869.0,e5f4,1.0,0.0,1126,1114,0,0
6384,sashaWasNothere,noodles7884,1614915880.0,e5f4,9.0,0.0,1022,1049,0,0
6385,jakobusquadrus27,hazem_houssein9,1614915887.0,e5f4,3.0,0.0,1199,1177,0,0
6386,Benbaba,mnmurray,1614915972.0,f7f6,2.0,0.0,1074,1131,1,0
6387,MCKrakow,Rofredo,1614916065.0,b8c6,0.0,0.0,1148,1150,1,0
6388,goodnightstars,bancaelectronica,1614916143.0,b8c6,3.0,0.0,1000,930,0,0
6389,andresequiza,mychessmylife,1614916181.0,b8c6,-1.0,0.0,1064,1142,0,0
6390,metafysik,josephsuazo,1614916295.0,d7d6,3.0,0.0,1108,827,0,0
6391,HarryGambit,hazem_houssein9,1614916300.0,e5f4,1.0,1.0,1152,1172,1,0
6392,Gladiator2004,mnmurray,1614916383.0,e5f4,0.0,0.0,1140,1118,0,0
6393,Hiekka,Chaplindl,1614916412.0,d7d6,11.0,0.0,1124,1068,0,0
