,black,white,start_time,fifthmove,rt,result,blackelo,whiteelo,num_black_games,num_white_games
1148,PlentyOfChess,soran_roham_rahmani,1601867002.0,e4e5,3.0,0.0,1099,991,0,0
1149,peej7,DannemanthePlebian,1601867088.0,b1c3,4.0,0.0,1141,990,2,0
1150,AarneRis,meta2003,1601868211.0,b1c3,3.0,0.0,869,888,1,0
1151,WoodyTheCat,Albaschek,1601868287.0,b1c3,3.0,1.0,947,981,0,0
1152,mostak,lelcrave,1601868310.0,b1c3,1.0,0.0,1137,1183,7,0
1153,scor,YANQU,1601868444.0,e4d5,1.0,1.0,940,1044,0,0
1154,Benjaminbobda,vkauaa04,1601868677.0,e4e5,0.0,1.0,1176,1153,0,0
1155,mchambers0530,condedepitimini,1601868717.0,e4e5,1.0,0.0,981,974,5,1
1156,lovecraftianhorrors,Tirar,1601868789.0,e4d5,4.0,1.0,980,1115,4,0
1157,brunoamontreal,Marta1994,1601868910.0,e4e5,1.0,1.0,1020,1092,0,0
1158,SendMoreCoffee,Chess_groove,1601869219.0,e4e5,0.0,0.0,1087,1047,0,0
1159,aleksM2450,rahmi_60,1601869505.0,f2f3,2.0,0.0,998,892,1,0
1160,lovecraftianhorrors,roberfisher1488,1601869525.0,e4e5,1.0,0.0,971,1069,5,0
1161,SendMoreCoffee,Chess_groove,1601869895.0,e4e5,1.0,0.0,1147,1038,1,0
1162,JamesMoody,misterbi1,1601870001.0,b1c3,2.0,1.0,897,1003,0,0
1163,A_RookIsJust_A_Dildo,hi_im_ana,1601870211.0,e4e5,6.0,0.0,1095,1137,0,0
1164,qju,Rau20cm,1601870418.0,e4e5,2.0,1.0,874,991,0,0
1165,Christoph2513,srhtzmn,1601870583.0,b1c3,6.0,0.0,1181,1199,1,0
1166,cb_rotom,Ramrz8a,1601871015.0,e4e5,2.0,1.0,1191,1154,2,0
1167,jman38,Austronautik,1601871071.0,e4e5,2.0,1.0,1116,1075,0,0
1168,jacobinhk,Mykhal0,1601871405.0,e4e5,3.0,0.0,985,1073,11,0
1169,kurtulussahin,Luchitokeeper,1601871532.0,e4e5,1.0,1.0,1169,1187,1,0
1170,fitzcarraldo23,AuthenticLogic,1601871712.0,b1c3,-1.0,1.0,957,1037,3,0
1171,tophat_cl,Owltruism,1601872040.0,b1c3,5.0,0.0,1039,1080,0,0
1172,CRS19,NorName,1601872953.0,e4e5,-1.0,0.0,1054,1116,1,0
1173,jacobinhk,BisDennDann,1601873435.0,b1c3,7.0,1.0,993,942,12,0
1174,MoKaveli,OscarGT2019,1601873531.0,e4e5,3.0,0.0,982,1042,3,0
1175,LeeVanLee,mohamadrezagoll,1601873571.0,b1c3,6.0,0.0,1173,1101,0,0
1176,deadfish101,ViktorSlakov,1601873624.0,b1c3,3.0,1.0,1185,1186,2,0
1177,vandydo,jump14,1601873715.0,b1c3,1.0,0.0,975,1006,1,0
1178,deadfish101,Clausewitz-Carl,1601873832.0,e4d5,1.0,1.0,1179,1198,3,0
1179,jacobinhk,stellatw,1601874208.0,g1f3,2.0,0.5,982,918,13,0
1180,Argoschess,GhostlyPawn,1601875155.0,e4e5,1.0,1.0,1064,1002,1,0
1181,Dr_Croaker,alanvillan122,1601875568.0,e4e5,5.0,1.0,1078,1107,1,0
1182,peej7,kletskebeam,1601875955.0,e4e5,1.0,1.0,1135,1176,3,0
1183,TMphelps,Lambers_207,1601876630.0,e4e5,-1.0,1.0,1056,1049,0,1
1184,leonardautress,buksnica,1601876719.0,b1c3,5.0,0.0,861,933,0,0
1185,tenerifechess,manasdehuri,1601876916.0,e4e5,6.0,0.0,1060,1001,0,0
1186,Ali1359rahm,LenonCD,1601877143.0,e4e5,-1.0,0.0,1197,1138,4,0
1187,iAmJP2,AlexQ689,1601877826.0,b1c3,2.0,0.0,1140,1150,0,0
1188,gemblue,nader2009,1601878109.0,e4e5,3.0,1.0,963,1010,1,0
1189,rmath,Migue10,1601879071.0,b1c3,5.0,0.0,1049,1053,6,0
1190,crocodantas,kaszkiet_belgijski,1601879519.0,e4d5,1.0,0.0,1139,1136,4,0
1191,Jose_Eim,RumLovingPyrat,1601879823.0,e4e5,0.0,1.0,1124,1138,0,0
1192,Spappolus,JonasK19,1601880938.0,e4d5,-1.0,0.0,1143,1191,0,0
1193,coroplacs,Nap_Sevillano,1601881078.0,e4d5,1.0,0.0,1174,1153,0,0
1194,vrva_training,surajbcazhi,1601882347.0,e4e5,0.0,1.0,1072,1010,0,0
1195,mingomj,Some_random_asian,1601882466.0,c2c4,6.0,0.0,984,962,0,0
1196,jacobinhk,ChrisBenasal,1601882779.0,e4e5,3.0,1.0,1001,990,14,0
1197,Ali1359rahm,qraclima,1601882951.0,b1c3,0.0,0.0,1191,1198,5,0
1198,cesarsv93,Ismahf,1601883020.0,f2f3,1.0,1.0,1179,1110,0,0
1199,BlandMasterMedi0cre,shinayder,1601883298.0,e4e5,0.0,1.0,1023,885,0,0
1200,cesarsv93,landauau,1601883383.0,e4d5,1.0,1.0,1167,1139,1,0
1201,Mortuis13,Kaveza,1601884038.0,b1c3,1.0,1.0,1056,977,2,0
1202,jacobinhk,markymark78,1601884559.0,e4e5,2.0,1.0,984,1034,15,0
1203,cabemi,MasterHead14,1601884691.0,b1c3,4.0,1.0,1191,1181,1,0
1204,crocodantas,pj98,1601885043.0,b1c3,2.0,1.0,1143,1120,5,0
1205,cabemi,dondeestaeltaz,1601885144.0,e4e5,3.0,0.0,1186,1155,2,0
1206,crocodantas,Dindaroglu,1601885773.0,f2f3,3.0,0.0,1132,1152,6,0
1207,Comrian,EmersonDavid,1601886109.0,b1c3,3.0,1.0,1172,1180,4,0
1208,damiandvd13,nadirberkay,1601886716.0,e4e5,6.0,1.0,984,977,0,0
1209,gregcarroll,PRINCIPENEGRO,1601886854.0,e4e5,1.0,0.0,1140,1104,0,0
1210,cabemi,Dindaroglu,1601887740.0,e4e5,4.0,1.0,1180,1153,3,0
1211,Isuck121212,tolik-43,1601887769.0,e4e5,7.0,0.0,887,813,3,0
1212,Bluecaban,asian2,1601888228.0,e4d5,0.0,1.0,1136,1183,0,0
1213,damiandvd13,akhsasichess23,1601889249.0,e4d5,0.0,0.5,969,901,1,0
1214,breedijk,neerajoo,1601889301.0,b1c3,3.0,1.0,1189,1111,1,0
1215,uwbmw,yrovander,1601889684.0,e4e5,2.0,1.0,1071,1008,0,0
1216,diogofta,canumeli,1601891851.0,e4e5,3.0,0.0,1159,1077,0,0
1217,wolfbenjamin,Mboimaster,1601892572.0,f2f3,7.0,0.0,1018,1114,1,0
1218,tvossberg,Korhan_KARTIN,1601892969.0,b1c3,1.0,1.0,1111,1119,0,0
1219,HamSolo01,kujhawk94,1601894067.0,b1c3,5.0,0.0,985,1003,7,1
1220,nitinkill,wolfbenjamin,1601894247.0,f2f3,3.0,1.0,1077,1020,2,0
1221,Topchic,Rynchen,1601894848.0,e4e5,0.0,1.0,1141,1193,2,0
1222,peej7,cody_69,1601895393.0,e4e5,22.0,1.0,1126,1146,4,0
1223,PabloMontalvetti,OliverTwist83,1601896113.0,e4d5,0.0,1.0,1180,1178,2,0
1224,Divyanshu4884,FullBlue,1601896173.0,e4e5,2.0,0.0,947,906,10,0
1225,RE1991,aquatech80,1601896356.0,e4d5,0.0,0.0,1060,1095,0,0
1226,Matrixguy,S_oleg-5,1601896447.0,b1c3,0.0,0.0,1013,1043,0,0
1227,Mankse,juanibm,1601897287.0,b1c3,3.0,1.0,1129,1130,0,0
1228,SantiRulo19,kosta48,1601897685.0,e4e5,2.0,0.0,1116,1121,5,0
1229,wolfbenjamin,Carnyx,1601898157.0,e4d5,1.0,1.0,1010,1058,2,1
1230,Satyahichkad,shivam_69,1601898174.0,e4e5,2.0,0.0,1002,1018,0,0
1231,MGD2001,drana,1601898469.0,e4e5,0.0,0.0,1183,1173,3,0
1232,wolfbenjamin,Manulini,1601898899.0,f2f3,4.0,0.0,1005,1016,3,1
1233,SantiRulo19,cawgamer,1601899419.0,b1c3,1.0,1.0,1126,1122,6,0
1234,Erdemius1,Dragons123,1601900225.0,e4e5,1.0,0.0,1179,1186,3,0
1235,MarvelousMitch,RicigoOt,1601900539.0,b1c3,1.0,1.0,1052,1048,1,0
1236,mkkim83,brndnpanda,1601900631.0,e4e5,3.0,0.0,1051,958,2,0
1237,mkkim83,CallMeGeorgio,1601901225.0,c2c4,6.0,1.0,1056,1026,3,0
1238,Argoschess,pablusky,1601901399.0,e4e5,0.0,0.0,1060,1089,2,0
1239,Tahir56,Langspeelplaat,1601901542.0,e4d5,2.0,1.0,1165,1168,2,1
1240,WallahHaram,ygghuur,1601901755.0,e4e5,-1.0,0.0,912,921,0,0
1241,Tahir56,Hanz_Fatih,1601902613.0,e4e5,2.0,1.0,1155,1037,3,1
1242,AtiqRahaman,Andrew_Xam,1601904453.0,e4e5,-1.0,1.0,1175,1169,1,0
1243,Very-Ez,Divyam9450,1601904610.0,e4d5,2.0,0.0,1059,1097,2,0
1244,Tahir56,rp1964,1601904690.0,f1d3,3.0,1.0,1140,1158,4,1
1245,Roman_Vladimirovich,asian2,1601905607.0,e4d5,0.0,1.0,1121,1167,1,1
1246,TheMadLad,BFH87,1601906272.0,e4d5,1.0,0.0,1165,1200,0,0
1247,DavideCaverzan,TryNotToRageee,1601906640.0,e4d5,3.0,1.0,1139,1128,2,0
1248,Divyanshu4884,mpho2002,1601906720.0,b1c3,3.0,1.0,958,1114,11,0
1249,ziuwari,Mydalon,1601907785.0,e4d5,3.0,0.0,1001,949,3,0
1250,Pawel001,LocoDanzero,1601908302.0,e4e5,3.0,0.0,1068,1100,0,0
1251,dunno_lol,Soeroca,1601909039.0,e4e5,2.0,1.0,1051,1033,3,0
1252,qppwooeiiruutyy,choi_jung_woo,1601909553.0,b1c3,3.0,0.0,893,854,0,0
1253,michayonin,HighchiefZila,1601909562.0,e4e5,2.0,0.0,1156,1157,2,0
1254,Tayebhenia,Grzegorz338,1601909838.0,e4e5,2.0,1.0,1184,1166,7,0
1255,karumie_PL,HighchiefZila,1601909866.0,e4d5,0.0,0.0,1199,1151,0,0
1256,qppwooeiiruutyy,globalchessarena,1601909909.0,e4e5,0.0,1.0,916,810,1,0
1257,franjie,kelkolilla,1601910092.0,e4e5,1.0,1.0,1199,1159,0,0
1258,petrosstroy,khuavang,1601910641.0,b1c3,5.0,1.0,1079,1181,2,0
1259,id-chess,vantys,1601911064.0,e4d5,2.0,1.0,1064,1087,8,0
1260,DeuxMilleTrent,Mastikor2309,1601911407.0,b1c3,3.0,0.0,1035,1066,0,0
1261,Sila444,M-e-t-e,1601911559.0,f2f3,1.0,1.0,1000,1046,17,0
1262,VALDOXAN25,Fabian100,1601911600.0,e4e5,4.0,0.0,1001,987,2,0
1263,genleman,mustafa1892,1601911683.0,e4e5,2.0,0.0,1171,1147,3,0
1264,Tayebhenia,turkishfish,1601911809.0,e4d5,1.0,1.0,1186,1169,8,0
1265,Stecklenburg,Nouvim,1601912313.0,b1c3,6.0,0.0,1159,1094,0,0
1266,Madni_Raza,rajaravivarma,1601912737.0,e4d5,1.0,0.0,1132,1176,1,1
1267,Luka_Marinkovic,nwnnaprawde,1601912777.0,e4e5,2.0,1.0,1087,1163,2,0
1268,Fobby__Bisher,guwnaire,1601913166.0,f2f3,5.0,0.0,1082,1083,0,0
1269,Ludebeo,FouriePieterse,1601913706.0,e4e5,2.0,1.0,961,998,0,0
1270,ppudans,nasssss,1601913793.0,e4d5,-1.0,1.0,1152,1123,1,0
1271,Maxsemus,Statanyiswa,1601914061.0,e4d5,2.0,1.0,1054,1130,5,0
1272,magrof,gurbet_kusu,1601914443.0,e4e5,2.0,1.0,1177,1157,0,0
1273,ritwikm,edball,1601914581.0,c2c4,0.0,1.0,1138,1155,0,0
1274,Topchic,supratim111,1601914727.0,e4e5,0.0,1.0,1136,1121,3,0
1275,Ronin20096,iloveTine,1601914847.0,b1c3,0.0,0.0,1185,1113,0,0
1276,Xicoartur,saquib246,1601914945.0,e4e5,0.0,0.0,1193,1151,4,1
1277,ThePlagueDoc,amirmortezaierad,1601914962.0,e4d5,2.0,1.0,1027,1001,2,0
1278,Sila444,sametttcc15,1601915326.0,e4e5,-1.0,1.0,993,1138,18,0
1279,MoaazBukhari,krunoz99,1601915354.0,e4e5,2.0,1.0,1020,1150,0,0
1280,seyopf,Ondjasek,1601915399.0,b1c3,8.0,0.0,1088,991,0,0
1281,leonlenair,cgtyiz,1601915576.0,e4d5,1.0,0.5,1075,1133,1,0
1282,Blackbars,stymphalos,1601915653.0,f2f3,3.0,0.0,891,944,0,0
1283,jakodi,nasssss,1601915843.0,e4d5,1.0,1.0,1132,1139,0,0
1284,gradroma,javor1234,1601916522.0,e4d5,1.0,0.0,1179,1138,2,0
1285,Nikolay1983,prshntchauhan78,1601916553.0,e4d5,2.0,0.0,1137,1121,2,0
1286,cthulhe,Kananahmvdov,1601916990.0,e4e5,1.0,0.0,1120,1022,0,0
1287,atasdemir,Executed,1601917157.0,e4e5,0.0,0.0,1148,1044,0,0
1288,dragonkouchoulou,bulkir,1601917329.0,e4e5,0.0,0.0,1186,1184,2,0
1289,id-chess,ssskumar,1601917761.0,e4d5,2.0,0.5,1073,1042,9,0
1290,Luka_Marinkovic,f_lorenz13,1601918326.0,e4d5,0.0,1.0,1071,1139,3,0
1291,Roadman1,Theo_is_thinking,1601918529.0,e4e5,0.0,0.0,1172,1171,4,0
1292,Martin_Werner,akshat-sharma1234,1601919179.0,e4d5,1.0,1.0,1003,1045,3,0
1293,Tahir56,mwawrzyniiak,1601919345.0,e4e5,3.0,0.0,1138,1169,5,1
1294,Tahir56,ElMangan,1601920151.0,e4e5,3.0,1.0,1150,1142,6,1
1295,Markenb_tch,Nicen,1601920262.0,b1c3,3.0,0.0,1090,1056,0,0
1296,uwbmw,Drev-Mutiny,1601920475.0,e4e5,2.0,0.0,1060,1027,1,0
1297,Dudule92,ayberkbzkurt,1601921238.0,e4e5,1.0,0.0,1140,1112,1,0
1298,ghant312,Indiana32,1601921359.0,e4d5,6.0,1.0,1070,1093,0,0
1299,creisler,AyratRiz,1601921484.0,c1e3,1.0,1.0,1085,1087,0,0
1300,Rayenbm,dangerousssss,1601922231.0,d1f3,3.0,1.0,1166,1186,0,0
1301,theoshir,HamrajGulamali,1601922589.0,b1c3,7.0,1.0,1009,1035,0,0
1302,H4zeNS,VaibhavDang,1601922751.0,e4e5,4.0,0.0,1014,1044,4,0
1303,tenerifechess,dangerousssss,1601922960.0,e4e5,1.0,1.0,1080,1187,1,0
1304,NiceIce19,Liv01,1601922969.0,e4e5,5.0,1.0,1019,1097,0,0
1305,Karach80,Nik-rasiert,1601923323.0,e4d5,1.0,0.0,1200,1165,0,0
1306,MurpheyG,misterbi1,1601924041.0,e4e5,1.0,0.0,995,1003,14,0
1307,MurpheyG,VermaAshutosh,1601924247.0,b1c3,2.0,0.0,1001,1057,15,0
1308,Roman_Vladimirovich,Aeloric,1601924366.0,e4d5,0.0,0.0,1152,1138,2,1
1309,Markenb_tch,Phoenix1031,1601924576.0,e4e5,2.0,0.0,1096,1106,1,0
1310,AvirbhavShukla,Rook_Wall,1601925319.0,b1d2,3.0,0.0,1200,1188,2,1
1311,Benjaminbobda,anduck03,1601925421.0,e4e5,0.0,1.0,1158,1199,1,0
1312,Keadre,scepticc,1601925527.0,e4e5,7.0,0.0,1053,969,1,0
1313,GgWpmyfriend,GoodieN,1601925613.0,e4e5,-1.0,1.0,1068,1133,0,0
1314,Soli_miksi_spice_zip,ZivJigalov,1601925724.0,b1c3,7.0,0.0,931,883,0,0
1315,Vittesh,flavio9e1,1601926007.0,e4e5,2.0,1.0,998,1020,0,0
1316,elmopants,Nahid1203,1601926081.0,f2f3,4.0,0.0,1140,1152,2,0
1317,Eagle1753,admirez,1601926422.0,b1c3,2.0,0.0,1140,1113,0,0
1318,pechao,Mikka987,1601927133.0,e4d5,0.0,0.0,1065,1061,0,0
1319,huyapupupu,enespasha,1601927163.0,e4e5,3.0,0.0,1074,1016,0,0
1320,Fischmac,Pagriz,1601927488.0,e4d5,1.0,0.0,1099,1108,2,0
1321,pillapanda,Ckreativ,1601927650.0,e4e5,2.0,0.5,1094,1154,0,0
1322,zajson,Floyd671,1601927831.0,e4e5,1.0,0.5,1181,1162,1,1
1323,mard2blue,Min4to,1601927890.0,e4d5,3.0,1.0,1088,1116,0,0
1324,MarvelousMitch,Carlos_Elvira,1601928575.0,e4e5,0.0,1.0,1056,932,2,0
1325,Tkin,n0-name,1601928640.0,e4d5,0.0,1.0,1141,1123,0,0
1326,DonTomberry22,guncem,1601928828.0,e4d5,5.0,0.0,1163,1116,0,0
1327,MickenCZ,Pandi9595,1601928977.0,b1c3,1.0,0.0,1062,1094,4,0
1328,jacobinhk,chimpwithacig,1601929027.0,b1c3,4.0,1.0,964,1002,16,0
1329,jokeslinger,LaironE4,1601929128.0,e4d5,-2.0,0.0,989,1127,0,1
1330,nbreizh,vitolopaolo,1601929133.0,e4d5,2.0,1.0,931,1085,0,0
1331,Szampion,Jacko69,1601929480.0,g1f3,1.0,1.0,1134,1154,1,0
1332,mard2blue,Julianh67,1601929609.0,b1c3,10.0,0.0,1096,1004,1,0
1333,sklump,DrFruckenstein,1601929935.0,e4e5,1.0,1.0,1146,1065,4,0
1334,sleriawhite,chimpwithacig,1601930532.0,b1c3,1.0,0.0,900,997,0,0
1335,D1a2v0i6d,MuRo3535,1601931226.0,e4d5,-1.0,1.0,1112,1185,6,0
1336,gyoda,baranyardimci,1601931271.0,e4e5,0.0,1.0,1135,1122,1,0
1337,anth4245,mard2blue,1601931393.0,b1c3,3.0,1.0,1180,1114,0,0
1338,zajson,flying_spirit,1601931404.0,e4e5,0.0,1.0,1176,1154,2,1
1339,tgimpf,totik,1601931713.0,e4e5,0.0,1.0,1183,1183,0,0
1340,Jinoni,aanbny,1601932008.0,e4e5,2.0,0.0,1144,1169,0,0
1341,Therbeeo,DJP47,1601932032.0,e4e5,0.0,1.0,1095,1133,0,0
1342,theoshir,Voltaire007,1601932747.0,e4e5,0.0,0.0,1011,1135,1,0
1343,Jinoni,fideoflash,1601933264.0,e4e5,2.0,1.0,1156,1176,1,0
1344,Sammorack,DINAZOOOOR,1601934039.0,e4e5,2.0,0.0,1013,1001,2,0
1345,THOT_SLAYER228,thanix1976,1601934048.0,b1d2,3.0,0.0,1153,1139,1,0
1346,GreasySalmon,mkraemer,1601934084.0,b1c3,2.0,1.0,1192,1167,0,0
1347,mard2blue,MatyasSzabo,1601934374.0,b1c3,3.0,0.0,1116,1088,2,1
1348,finnrizard,nonshlen,1601934428.0,b1c3,5.0,1.0,943,951,0,1
1349,Thomas_Podolski,managmr,1601934692.0,e4d5,1.0,1.0,1019,909,0,0
1350,JotaroKujo2002,blunderthunderboom,1601935020.0,b1c3,6.0,0.0,1087,1074,0,0
1351,IpsiHouseLover,marco_paixao,1601935089.0,e4e5,0.0,1.0,970,1135,0,0
1352,anth4245,mayankvara,1601935123.0,e4e5,2.0,0.0,1198,1199,1,0
1353,chenboy83,Tormund,1601935495.0,e4e5,0.0,0.0,1126,1137,2,0
1354,Srfox,otaviojacobi,1601935739.0,e4e5,1.0,1.0,1043,1168,0,0
1355,THOT_SLAYER228,tikhailmaal,1601935974.0,b1c3,2.0,0.0,1157,1091,2,0
1356,jackieSean,McSwunceHard,1601936104.0,b1c3,2.0,0.0,1195,1173,0,0
1357,johnnyrico33,BluestYoshi,1601936133.0,e4e5,4.0,1.0,911,976,0,0
1358,DedicatedBooler,Dindaroglu,1601936134.0,e4e5,1.0,0.0,1053,1172,0,0
1359,ThePlagueDoc,Coops1871,1601937035.0,e4e5,2.0,1.0,1043,1058,3,0
1360,M_A_R_E_K,essernoah,1601937127.0,b1c3,3.0,0.0,1133,1066,0,0
1361,Squeetch,ddddaniele,1601937214.0,e4e5,2.0,1.0,1179,1096,0,0
1362,Vitatum,BergD,1601937221.0,b1c3,0.0,0.0,1028,955,0,0
1363,NewbieGuy,luksa53,1601937501.0,e4e5,2.0,0.5,1075,1053,0,0
1364,edixR,iinesankka,1601937713.0,b1c3,1.0,1.0,1019,1010,10,0
1365,bulenttrkm,CranDes,1601938030.0,e4d5,5.0,0.0,1179,1138,0,0
1366,TurtleSageWS,yadadiICXC,1601938181.0,e4e5,3.0,0.0,1178,1174,0,0
1367,elchibrox,hati_ce,1601938268.0,e4e5,3.0,1.0,1116,1109,0,0
1368,CheerySparrow,CASABLANCO,1601938283.0,e4e5,0.0,0.0,1102,953,7,1
1369,Vlad_imirovich,YungDirtyBstard100,1601938859.0,e4d5,16.0,1.0,851,857,0,0
1370,Tillimanjaro,Bodi11342135,1601939092.0,b1c3,4.0,1.0,920,936,6,0
1371,fox1985,Chexxxt,1601939201.0,e4e5,1.0,0.0,1173,1179,3,0
1372,Orrbit,boxOrocks,1601939201.0,e4e5,3.0,0.0,1029,974,0,0
1373,jornby,benheideveld,1601939203.0,e4e5,0.0,0.0,1119,1166,4,0
1374,eXeTs,Ronaldo29,1601939219.0,e4e5,3.0,1.0,934,922,1,0
1375,victorysword,Ithuriel1212,1601939319.0,e4d5,-1.0,0.0,899,959,0,0
1376,Grga1729,salgueiro77,1601939714.0,e4e5,0.0,1.0,1089,1071,4,0
1377,cevdet146,Angoracat,1601940015.0,e4e5,2.0,1.0,1145,1150,0,0
1378,Giovinko,paulfeltsinstart,1601940156.0,e4d5,1.0,1.0,953,1107,1,0
1379,DaCus3,IGTSITOLGA,1601940892.0,e4d5,3.0,0.0,1125,1124,0,0
1380,Therbeeo,tidyplayground,1601941122.0,e4d5,-1.0,1.0,1090,1068,1,0
1381,Grga1729,Cakeyy,1601941143.0,e4e5,-1.0,0.0,1083,1043,5,0
1382,eggowafles,NoMasMate,1601941235.0,e4d5,0.0,1.0,1061,1063,0,0
1383,Luckpe,emirhun,1601941404.0,b1c3,7.0,1.0,1026,993,0,0
1384,Hussainsk,marco24leakers,1601942348.0,e4e5,1.0,0.0,1084,1087,0,0
1385,M3lk3r,JJAC,1601942460.0,b1c3,3.0,0.0,1159,1136,0,0
1386,czarodziejZ,Luckpe,1601942460.0,f2f3,-1.0,0.0,945,1009,0,0
1387,qppwooeiiruutyy,globalchessarena,1601942605.0,e4d5,5.0,1.0,933,899,2,0
1388,Luckpe,czarodziejZ,1601942905.0,b1c3,-1.0,1.0,995,952,1,1
1389,VALDOXAN25,www12,1601943624.0,e4d5,0.0,0.0,1011,1036,3,0
1390,vatus,edu-art,1601944649.0,b1c3,5.0,1.0,1184,1148,0,0
1391,M3lk3r,Panda9589,1601944709.0,b1c3,3.0,0.0,1066,1076,1,0
1392,kgulcu,checkmateInNextMove,1601944792.0,e4d5,-1.0,1.0,1114,1084,0,0
1393,cabdirazzaq,BlandMasterMedi0cre,1601944851.0,e4e5,-1.0,1.0,1013,1003,0,0
1394,DangerFloki,KnightOrUnicorn,1601944866.0,f2f3,3.0,0.0,1050,1046,0,0
1395,kaminsod,israfiell,1601945054.0,g1f3,-1.0,1.0,1140,1187,3,1
1396,Molchius,ashketchung,1601945356.0,e4d5,0.0,1.0,1106,1142,1,0
1397,st6,cheesster,1601945541.0,e4e5,2.0,0.0,1142,1160,3,0
1398,Aldo_Kovac,rhassan,1601945937.0,b1c3,2.0,1.0,1136,1134,0,0
1399,MalamuttMidna,mcnick303,1601946075.0,e4d5,3.0,0.0,1192,1176,0,0
1400,nbreizh,Vibha_sai,1601946176.0,e4d5,5.0,0.0,907,1040,1,0
1401,Dr-MantisToboggan,HeWhoKayaks,1601946300.0,e4d5,4.0,1.0,857,852,0,0
1402,Allexandreh,mezay,1601946472.0,g1f3,2.0,1.0,1013,1079,1,0
1403,Migact,svensta,1601946660.0,e4e5,2.0,1.0,822,911,0,0
1404,kaiy,zirkum,1601946861.0,e4e5,1.0,1.0,808,940,1,0
1405,Tayebhenia,stanke68,1601946948.0,e4d5,2.0,0.0,1199,1185,9,0
1406,st6,Guigofive,1601947043.0,e4e5,3.0,0.0,1146,1175,4,0
1407,dragonkouchoulou,lucascunha,1601947147.0,e4d5,0.0,1.0,1167,1162,3,0
1408,gyllefar69,Hermando_smile,1601947237.0,e4e5,2.0,1.0,974,989,5,0
1409,delra,Vibhesh,1601947317.0,f1d3,4.0,0.0,1041,1107,0,0
1410,dahdouhi,IOANCSI,1601948833.0,b1d2,2.0,0.0,1185,1068,0,0
1411,Futureborn,samahmapa,1601948949.0,e4e5,1.0,0.0,1006,949,0,0
1412,finnrizard,ArwinJay,1601949051.0,f2f4,4.0,1.0,954,1031,1,1
1413,sheer_heart_attack,trroyyyyy,1601949079.0,e4e5,1.0,1.0,1166,1175,0,0
1414,Zabulon,mohinbanker,1601949083.0,e4e5,-1.0,0.0,1140,1154,4,0
1415,atalalra,KaouChess,1601949357.0,b1c3,5.0,0.0,1095,1093,0,0
1416,croseville,rogeriomoncada,1601949684.0,b1c3,1.0,0.0,1174,1184,0,0
1417,RoscoeSheehy,kaffeeundkippe1,1601949779.0,b1c3,9.0,0.0,897,919,0,0
1418,Maxsemus,Mitch_Not_Rich,1601950243.0,e4e5,1.0,1.0,1054,1028,6,0
1419,thumbayumba,dipro888,1601950335.0,e4d5,2.0,0.0,1130,1123,0,0
1420,mamedovmetin0,sercan44,1601950494.0,e4e5,1.0,0.5,1104,1183,0,0
1421,RoscoeSheehy,felipecanepa,1601950572.0,f2f3,0.0,1.0,909,1006,1,0
1422,MuxarpuH,MAGICEDU,1601950659.0,b1c3,-1.0,1.0,1126,1109,5,0
1423,Lehurleur41,tafb,1601950752.0,b1c3,2.0,1.0,1133,1009,3,0
1424,arrowsticino,akshaypawar88,1601951116.0,g1f3,3.0,0.0,925,926,0,0
1425,Rrangel,Official_JB,1601951135.0,b1c3,1.0,1.0,1130,1064,2,0
1426,mamedovmetin0,Goda1958,1601951238.0,b1c3,5.0,0.0,1099,1080,1,0
1427,thumbayumba,p0705701,1601951449.0,e4d5,1.0,0.0,1143,1113,1,0
1428,digiyou,etemtem,1601951606.0,e4d5,3.0,1.0,993,1108,1,0
1429,arrowsticino,drawcatcher,1601951616.0,e4d5,1.0,0.0,953,1002,1,0
1430,Dalgo,MateInOne88,1601952154.0,e4d5,1.0,0.0,1148,1142,0,0
1431,charlottedrake,w4nt3d,1601952218.0,e4d5,10.0,1.0,1114,1194,0,0
1432,towerhorse,MrKorsok,1601952342.0,e4d5,1.0,0.0,1109,1058,0,0
1433,mirusa,ElvisC,1601952424.0,e4e5,1.0,0.0,1137,1052,1,0
1434,dieserboy,Pir-Agit,1601952503.0,e4e5,2.0,0.0,1040,1070,0,0
1435,Ali1359rahm,serralheiro,1601952534.0,e4e5,0.0,0.0,1189,1145,6,0
1436,Therbeeo,mikeyheller,1601952907.0,e4e5,0.0,1.0,1084,1109,2,0
1437,Jehovahswetness,amedeo2308,1601953118.0,b1c3,5.0,1.0,937,856,1,0
1438,Flirnyr,tar68lev,1601953369.0,c2c3,-1.0,1.0,1050,1040,1,0
1439,charlottedrake,ulasgungor13,1601953835.0,e4e5,3.0,0.0,1083,1105,1,0
1440,KXKX,phoenix13578,1601953909.0,c2c4,1.0,0.0,1072,1053,1,0
1441,qlz,Jevaderrrr,1601954831.0,e4e5,2.0,1.0,899,1038,1,0
1442,M3lk3r,grosjardin,1601954838.0,e4e5,1.0,0.0,1096,1047,2,0
1443,MalamuttMidna,ulasgungor13,1601954838.0,e4d5,2.0,0.0,1184,1099,1,0
1444,M3lk3r,Bloogsy,1601955335.0,b1c3,4.0,1.0,1093,1080,3,0
1445,oks_oks,ertugozan,1601955534.0,e4e5,0.0,1.0,991,1038,6,0
1446,omfaz,rupesh1_2_3,1601955569.0,e4d5,1.0,1.0,1097,1119,0,0
1447,id-chess,gordonpym,1601955581.0,d1d3,7.0,1.0,1056,1042,10,0
